3.162277660168379412e-01,1.055464686440828643e+02
3.195247505759213347e-01,1.087451822314521763e+02
3.228561094321123481e-01,1.119772455446827735e+02
3.262222009711669979e-01,1.152430062873707470e+02
3.296233873153628924e-01,1.185428157882617484e+02
3.330600343624588455e-01,1.222113068532687947e+02
3.365325118250557246e-01,1.263969350397778868e+02
3.400411932703706341e-01,1.306262025046295037e+02
3.435864561604263234e-01,1.348995642300946542e+02
3.471686818926559837e-01,1.392174799420789952e+02
3.507882558409362583e-01,1.435804141595831425e+02
3.544455673970435261e-01,1.479888362446727683e+02
3.581410100125451690e-01,1.524432204529731507e+02
3.618749812411279909e-01,1.569440459846908595e+02
3.656478827813645638e-01,1.614917970361628363e+02
3.694601205199302130e-01,1.660869628519492949e+02
3.733121045752659795e-01,1.707300377774635933e+02
3.772042493416997155e-01,1.754215213121545673e+02
3.811369735340277010e-01,1.801619181632442519e+02
3.851107002325568907e-01,1.849517383000203381e+02
3.891258569286230040e-01,1.897914970087022937e+02
3.931828755705770173e-01,1.946817149478725355e+02
3.972821926102548806e-01,1.996229182044894230e+02
4.014242490499321803e-01,2.046156383504855398e+02
4.056094904897641351e-01,2.096604124999499561e+02
4.098383671757261371e-01,2.147577833669149072e+02
4.141113340480481186e-01,2.209218727064742325e+02
4.184288507901580134e-01,2.281719534138427434e+02
4.227913818781356414e-01,2.354976233221393898e+02
4.271993966306776302e-01,2.428996705229065753e+02
4.316533692595900251e-01,2.503788913243166121e+02
4.361537789208005389e-01,2.579360903368332743e+02
4.407011097659075394e-01,2.655720805597733261e+02
4.452958509942655518e-01,2.732876834687708651e+02
4.499384969056106076e-01,2.810837291041461867e+02
4.546295469532399269e-01,2.889610561602067946e+02
4.593695057977397744e-01,2.969205120754685368e+02
4.641588833612777520e-01,3.049629531238247750e+02
4.689981948824616387e-01,3.130892445066661480e+02
4.738879609717656094e-01,3.213002604459541089e+02
4.788287076675383225e-01,3.295968842782709771e+02
4.838209664925957609e-01,3.379800085498519024e+02
4.888652745113982179e-01,3.464505351125982315e+02
4.939621743878320759e-01,3.550093752211053584e+02
4.991122144435849450e-01,3.636574496306887454e+02
5.043159487171359201e-01,3.723956886964408568e+02
5.095739370233599574e-01,3.812250324733209936e+02
5.148867450137492030e-01,3.913496344308984476e+02
5.202549442372692567e-01,4.024333772937973208e+02
5.256791122018424911e-01,4.136326790449498390e+02
5.311598324364776857e-01,4.249487444990837730e+02
5.366976945540475885e-01,4.363827910323057040e+02
5.422932943147149576e-01,4.479360487130569481e+02
5.479472336900287344e-01,4.596097604344532215e+02
5.536601209276797997e-01,4.714051820479866137e+02
5.594325706169377410e-01,4.833235824986319358e+02
5.652652037547698516e-01,4.953662439613642050e+02
5.711586478126429167e-01,5.075344619790838578e+02
5.771135368040319902e-01,5.198295456020022129e+02
5.831305113526223938e-01,5.322528175284588770e+02
5.892102187612294761e-01,5.448056142472206602e+02
5.953533130814370189e-01,5.574892861812641058e+02
6.015604551839555114e-01,5.703051978330443035e+02
6.078323128297230538e-01,5.832547279312979072e+02
6.141695607417385627e-01,5.963392695793563689e+02
6.205728806776500406e-01,6.095602304050200928e+02
6.270429615030991277e-01,6.229190327119931680e+02
6.335804992658247148e-01,6.364171136328849343e+02
6.401861972705488180e-01,6.524027177267258821e+02
6.468607661546327270e-01,6.697001055265694731e+02
6.536049239645288500e-01,6.871778355563388914e+02
6.604193962330304757e-01,7.048377880606317376e+02
6.673049160573193417e-01,7.226818628874333399e+02
6.742622241778342129e-01,7.407119796925076116e+02
6.812920690579614691e-01,7.589300781459174914e+02
6.883952069645495886e-01,7.773381181406815585e+02
6.955724020492731752e-01,7.959380800036316259e+02
7.028244264308353140e-01,8.147319647084440248e+02
7.101520602780335700e-01,8.337217940909068830e+02
7.175560918936928489e-01,8.529096110664356729e+02
7.250373177994646756e-01,8.722974798498338487e+02
7.325965428215229780e-01,8.918874861773767861e+02
7.402345801771417211e-01,9.116817375311798060e+02
7.479522515621821466e-01,9.316823633659257666e+02
7.557503872394929489e-01,9.518915153379568892e+02
7.636298261282241651e-01,9.723113675367343376e+02
7.715914158940838652e-01,9.929441167187427482e+02
7.796360130405237676e-01,1.013791982543800259e+03
7.877644830008839749e-01,1.034857207813855894e+03
7.959777002314986083e-01,1.060480248850303951e+03
8.042765483057628950e-01,1.087746275165929319e+03
8.126619200091945716e-01,1.115296576543429637e+03
8.211347174354735046e-01,1.143134116829087361e+03
8.296958520834906148e-01,1.171261890770188529e+03
8.383462449554093254e-01,1.199682924337204895e+03
8.470868266557401993e-01,1.228400275049306401e+03
8.559185374914618505e-01,1.257417032303309952e+03
8.648423275731725868e-01,1.286736317706014688e+03
8.738591569173056461e-01,1.316361285410033361e+03
8.829699955494091368e-01,1.346295122453118893e+03
8.921758236084957883e-01,1.376541049101008412e+03
9.014776314524918233e-01,1.407102319193878657e+03
9.108764197647732930e-01,1.437982220496371156e+03
9.203731996618220723e-01,1.469184075051298805e+03
9.299689928020034024e-01,1.500711239537036818e+03
9.396648314954690884e-01,1.532567105628612808e+03
9.494617588152203247e-01,1.564755100362603571e+03
9.593608287093146059e-01,1.597278686505794667e+03
9.693631061142512495e-01,1.630141362927710361e+03
9.794696670695395291e-01,1.663346664977030741e+03
9.896815988334524139e-01,1.701255633994731397e+03
1.000000000000000000e+00,1.740350320749587581e+03
1.010425980617109643e+00,1.779852607950782385e+03
1.020960662306046540e+00,1.819766745232663880e+03
1.031605178382080767e+00,1.860097026536199337e+03
1.042360673976401086e+00,1.900847790570883490e+03
1.053228306159316396e+00,1.942023421281529863e+03
1.064209244064724613e+00,1.983628348319862653e+03
1.075304669015891168e+00,2.025667047521069890e+03
1.086515774652538235e+00,2.068144041385320634e+03
1.097843767059248465e+00,2.111063899564269832e+03
1.109289864895222744e+00,2.154431239352685679e+03
1.120855299525376436e+00,2.198250726185151052e+03
1.132541315152811423e+00,2.242527074137978616e+03
1.144349168952670359e+00,2.287265046436363264e+03
1.156280131207375383e+00,2.332469455966776422e+03
1.168335485443292354e+00,2.378145165794764580e+03
1.180516528568805512e+00,2.424297089688092910e+03
1.192824571013840096e+00,2.470930192645369971e+03
1.205260936870842681e+00,2.518049491430200760e+03
1.217826964037216131e+00,2.565660055110849044e+03
1.230524004359261570e+00,2.623684891484177115e+03
1.243353423777599387e+00,2.683018295030626177e+03
1.256316602474120137e+00,2.742970307492392294e+03
1.269414935020468427e+00,2.803547378474047946e+03
1.282649830528060031e+00,2.864756024823592725e+03
1.296022712799684395e+00,2.926602831333583254e+03
1.309535020482667678e+00,2.989094451449477674e+03
1.323188207223644941e+00,3.052237607985425711e+03
1.336983741824946392e+00,3.116039093847526601e+03
1.350923108402602768e+00,3.180505772764563062e+03
1.365007806546013835e+00,3.245644580026444146e+03
1.379239351479265796e+00,3.311462523230258739e+03
1.393619274224142224e+00,3.377966683034168000e+03
1.408149121764833422e+00,3.445164213919156282e+03
1.422830457214351974e+00,3.513062344958662834e+03
1.437664859982701993e+00,3.581668380596331190e+03
1.452653925946781222e+00,3.650989701431775757e+03
1.467799267622069026e+00,3.721033765014594792e+03
1.483102514336104294e+00,3.791808106646679335e+03
1.498565312403757677e+00,3.863320340192802178e+03
1.514189325304351907e+00,3.935961008081843829e+03
1.529976233860609547e+00,4.027271096274482716e+03
1.545927736419477005e+00,4.119533181676755703e+03
1.562045549034838610e+00,4.212757189793135694e+03
1.578331405652116493e+00,4.306953149611176741e+03
1.594787058294820703e+00,4.402131194680500812e+03
1.611414277253020000e+00,4.498301564202892223e+03
1.628214851273791952e+00,4.595474604133853973e+03
1.645190587753662337e+00,4.693660768295650996e+03
1.662343312933031614e+00,4.792870619501858528e+03
1.679674872092653315e+00,4.893114830693777549e+03
1.697187129752137258e+00,4.994404186088560891e+03
1.714881969870539313e+00,5.096749582339400149e+03
1.732761296049040167e+00,5.200162029707809779e+03
1.750827031735723294e+00,5.304652653248040224e+03
1.769081120432511645e+00,5.410232694003982033e+03
1.787525525904235524e+00,5.516913510218399097e+03
1.806162232389901590e+00,5.624706578554883890e+03
1.824993244816152327e+00,5.733623495332494713e+03
1.844020589012959510e+00,5.843675977773302293e+03
1.863246311931559873e+00,5.954875865262914886e+03
1.882672481864659186e+00,6.068796399592165471e+03
1.902301188668945819e+00,6.196868159327391368e+03
1.922134543989910682e+00,6.326275192747203619e+03
1.942174681489024390e+00,6.457031421389167917e+03
1.962423757073270103e+00,6.589150911936533703e+03
1.982883949127071554e+00,6.722647877731488734e+03
2.003557458746648035e+00,6.857536680304264337e+03
2.024446509976803643e+00,6.993831830918114065e+03
2.045553350050197228e+00,7.131547992130485000e+03
2.066880249629081678e+00,7.270699979370302572e+03
2.088429503049601621e+00,7.411302762531930966e+03
2.110203428568596440e+00,7.553371467585513528e+03
2.132204368613008771e+00,7.696921378204268876e+03
2.154434690031884703e+00,7.841967937408739090e+03
2.176896784350982994e+00,7.988526749228035442e+03
2.199593068030075038e+00,8.136613580378642837e+03
2.222525982722884930e+00,8.286244361960476454e+03
2.245697995539774006e+00,8.437435191170789039e+03
2.269111599313153427e+00,8.590202333035946140e+03
2.292769312865648779e+00,8.744562222161108366e+03
2.316673681281089525e+00,8.900531464498360947e+03
2.340827276178294003e+00,9.063373509062024823e+03
2.365232695987728118e+00,9.249692814649026332e+03
2.389892566231050175e+00,9.437954681704690302e+03
2.414809539803547178e+00,9.628179363337196264e+03
2.439986297259550074e+00,9.820387323813318289e+03
2.465425547100791537e+00,1.001459924075981871e+04
2.491130026067788439e+00,1.021083600738799578e+04
2.517102499434271223e+00,1.040911873474142158e+04
2.543345761304648178e+00,1.060946875396692121e+04
2.569862634914618305e+00,1.081190761860952443e+04
2.596655972934872381e+00,1.101645710693104047e+04
2.623728657777990581e+00,1.122313922425301644e+04
2.651083601908539311e+00,1.143197620532411747e+04
2.678723748156371709e+00,1.164299051671197412e+04
2.706652070033241042e+00,1.185620485922031912e+04
2.734871572052667510e+00,1.207164217033094610e+04
2.763385290053169463e+00,1.228932562667138882e+04
2.792196291524870144e+00,1.250927864650832998e+04
2.821307675939470627e+00,1.273152489226673970e+04
2.850722575083718180e+00,1.295608827307567481e+04
2.880444153396297668e+00,1.318299294734023533e+04
2.910475608308271678e+00,1.341422412888565668e+04
2.940820170587063576e+00,1.365288690278396643e+04
2.971481104684006169e+00,1.389403797013694020e+04
3.002461709085549657e+00,1.413770327384395932e+04
3.033765316668088907e+00,1.438390902728448418e+04
3.065395295056526859e+00,1.463268171713817901e+04
3.097355046986565164e+00,1.488404810623437879e+04
3.129648010670750491e+00,1.513803523643106564e+04
3.162277660168379523e+00,1.539467043152420229e+04
3.195247505759213791e+00,1.565398130018704796e+04
3.228561094321123814e+00,1.591599573894035166e+04
3.262222009711669646e+00,1.618074193515352454e+04
3.296233873153628924e+00,1.644824837007684619e+04
3.330600343624588788e+00,1.671854382190565957e+04
3.365325118250557246e+00,1.699165736887612729e+04
3.400411932703705897e+00,1.726761839239355322e+04
3.435864561604263123e+00,1.754645658019327675e+04
3.471686818926559503e+00,1.782820192953428341e+04
3.507882558409362694e+00,1.811288475042651044e+04
3.544455673970435594e+00,1.840053566889138165e+04
3.581410100125451468e+00,1.869118563025662661e+04
3.618749812411280242e+00,1.900817214123235317e+04
3.656478827813645527e+00,1.936854934647741538e+04
3.694601205199302463e+00,1.973268383747924599e+04
3.733121045752660017e+00,2.010061478762627667e+04
3.772042493416997377e+00,2.047238177872794404e+04
3.811369735340276677e+00,2.084802480527295484e+04
3.851107002325568907e+00,2.122758427873164328e+04
3.891258569286230262e+00,2.161110103190368318e+04
3.931828755705770284e+00,2.199861632331063447e+04
3.972821926102553025e+00,2.239017184163462662e+04
4.014242490499321470e+00,2.278580971020314610e+04
4.056094904897642017e+00,2.318557249152076110e+04
4.098383671757261482e+00,2.358950319184787077e+04
4.141113340480480964e+00,2.399764526582725011e+04
4.184288507901585241e+00,2.441004262115896563e+04
4.227913818781356525e+00,2.482673962332386873e+04
4.271993966306776080e+00,2.524778110035654754e+04
4.316533692595900362e+00,2.567321234766781708e+04
4.361537789208005833e+00,2.610307913291747172e+04
4.407011097659079724e+00,2.653742770093807121e+04
4.452958509942655851e+00,2.697630477870988398e+04
4.499384969056106520e+00,2.743378439246031849e+04
4.546295469532399380e+00,2.791286693279596875e+04
4.593695057977397411e+00,2.839694437841115723e+04
4.641588833612781961e+00,2.888606880609150539e+04
4.689981948824616609e+00,2.938029283557416056e+04
4.738879609717651320e+00,2.987966963520870922e+04
4.788287076675382892e+00,3.038425292767693099e+04
4.838209664925957831e+00,3.089409699577214633e+04
4.888652745113986953e+00,3.140925668823906381e+04
4.939621743878320537e+00,3.192978742567431254e+04
4.991122144435844454e+00,3.245574520648867110e+04
5.043159487171358535e+00,3.298718661293126934e+04
5.095739370233599352e+00,3.352416881717655633e+04
5.148867450137498025e+00,3.406674958747506025e+04
5.202549442372692567e+00,3.461498729436783469e+04
5.256791122018419138e+00,3.516894091696625401e+04
5.311598324364776857e+00,3.572867004929671384e+04
5.366976945540475441e+00,3.629423490671168111e+04
5.422932943147155349e+00,3.686569633236777736e+04
5.479472336900286678e+00,3.744311580377113569e+04
5.536601209276792446e+00,3.802655543939128984e+04
5.594325706169377632e+00,3.863515070510701480e+04
5.652652037547697184e+00,3.926624142040302104e+04
5.711586478126434052e+00,3.990391187526432623e+04
5.771135368040321012e+00,4.054823066992807435e+04
5.831305113526218165e+00,4.119926711985621660e+04
5.892102187612294983e+00,4.185709126319240022e+04
5.953533130814370189e+00,4.252177386829648458e+04
6.015604551839560443e+00,4.319338644135790673e+04
6.078323128297229871e+00,4.387200123408820946e+04
6.141695607417379854e+00,4.455769125149399770e+04
6.205728806776500406e+00,4.525053025973067270e+04
6.270429615030990611e+00,4.595059279403800610e+04
6.335804992658254697e+00,4.665795416675879096e+04
6.401861972705488846e+00,4.737269047544078785e+04
6.468607661546320386e+00,4.809487861102343595e+04
6.536049239645288722e+00,4.882459626610965643e+04
6.604193962330304757e+00,4.956192194332375948e+04
6.673049160573192751e+00,5.030693496375700488e+04
6.742622241778342129e+00,5.105971547550069954e+04
6.812920690579607808e+00,5.182034446226877481e+04
